Shared_Markers,k0,k1,k2,Share_allele,Value,True_positive,Marcadores,Software,Datos,Kinship,File,Hoja,Sheet,Value_range,FAM_Sample_info_id,FAM_Sample_info_rel,VIC_Sample_info_id,VIC_Sample_info_rel,ValueLog10,label,k1_scaled,k2_scaled,ValueLog10_scaled
13,2,9,4,17,3.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-15,15:735,0-99,20190152,U,20110819,M,0.47712125471966244,0.0,0.6923076923076923,0.3333333333333333,0.042219271597608896
13,2,7,6,19,16.5278,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-97,97:653,0-99,20140220,P,20110747,S,1.2182150488862236,0.0,0.5384615384615385,0.5,0.10779681580826107
13,2,6,7,20,20.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-375,375:375,0-99,20180206,A,20200102,M,1.3010299956639813,0.0,0.46153846153846156,0.5833333333333333,0.11512490420458711
13,2,5,8,21,5.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-1,1:749,0-99,20100511,M,20200021,F,0.6989700043360189,0.0,0.38461538461538464,0.6666666666666666,0.06185011495449549
15,0,9,6,21,20.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-3,3:747,0-99,20100953,P,20130437,F,1.3010299956639813,0.0,0.6923076923076923,0.5,0.11512490420458711
11,4,5,6,17,1.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-1,1:749,0-99,20190044,M,20100509,U,0.0,0.0,0.38461538461538464,0.5,0.0
12,3,6,6,18,1.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-175,175:575,0-99,20111528,S,20111543,M,0.0,0.0,0.46153846153846156,0.5,0.0
10,5,4,6,16,1.16099,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-7,7:743,0-99,20160367,M,20100381,F,0.06482847902925203,0.0,0.3076923076923077,0.5,0.005736510659128031
11,4,2,9,20,3.12332,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-7,7:743,0-99,20140276,U,20110126,U,0.4946164821855805,0.0,0.15384615384615385,0.75,0.04376738070559557
12,3,3,9,21,3.3356,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-97,97:653,0-99,20150278,U,20140434,D,0.523173965164643,0.0,0.23076923076923078,0.75,0.04629436125427295
13,2,9,4,17,3.04763,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-7,7:743,0-99,20110835,D,20110708,S,0.4839622399929578,0.0,0.6923076923076923,0.3333333333333333,0.04282461334751311
13,2,7,6,19,5.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-97,97:653,0-99,20190205,S,20170384,U,0.6989700043360189,0.0,0.5384615384615385,0.5,0.06185011495449549
12,3,6,6,18,1.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-1,1:749,0-99,20210099,F,20170145,F,0.0,0.0,0.46153846153846156,0.5,0.0
12,3,6,6,18,8.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-60,60:690,0-99,20130283,U,20170108,P,0.9030899869919435,0.0,0.46153846153846156,0.5,0.07991218387513743
11,4,4,7,18,2.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-175,175:575,0-99,20170008,M,20140094,H,0.3010299956639812,0.0,0.3076923076923077,0.5833333333333333,0.026637394625045812
11,4,3,8,19,16.8127,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-3,3:747,0-99,20200100,M,20180122,F,1.2256374636441636,0.0,0.23076923076923078,0.6666666666666666,0.10845360680525762
11,4,3,8,19,6.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-30,30:720,0-99,20120069,S,20110723,M,0.7781512503836436,0.0,0.23076923076923078,0.6666666666666666,0.0688566662226547
13,2,7,6,19,20.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-1,1:749,0-99,20100762,D,20120189,F,1.3010299956639813,0.0,0.5384615384615385,0.5,0.11512490420458711
14,1,9,5,19,2.0,False,15,ScreenMatch,Real,Paternidad,15_ScreenMatch_Real_Paternidad_allele,Process_RIPI-1,1:749,0-99,20111550,D,20140089,M,0.3010299956639812,0.0,0.6923076923076923,0.41666666666666663,0.026637394625045812
10,5,3,7,17,10.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-7,7:743,0-99,20140172,P,20101261,M,1.0,0.0,0.23076923076923078,0.5833333333333333,0.0884875095795413
12,3,6,6,18,5.68015,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-97,97:653,0-99,20150108,U,20110473,D,0.7543598046039982,0.0,0.46153846153846156,0.5,0.0667514204363172
13,2,7,6,19,2.81466,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-7,7:743,0-99,20111285,F,20100643,D,0.44942594126840485,0.0,0.5384615384615385,0.5,0.03976858228328234
11,4,3,8,19,20.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-60,60:690,0-99,20110803,M,20130005,S,1.3010299956639813,0.0,0.23076923076923078,0.6666666666666666,0.11512490420458711
11,4,3,8,19,1.38435,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-97,97:653,0-99,20130343,F,20100654,M,0.14124590504260653,0.0,0.23076923076923078,0.6666666666666666,0.012498498375528626
12,3,5,7,19,1.42857,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-97,97:653,0-99,20160259,D,20130568,F,0.1549015256910441,0.0,0.38461538461538464,0.5833333333333333,0.013706850238471827
12,3,4,8,20,6.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-97,97:653,0-99,20210139,U,20210087,U,0.7781512503836436,0.0,0.3076923076923077,0.6666666666666666,0.0688566662226547
10,5,4,6,16,7.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-175,175:575,0-99,20150311,U,20160300,H,0.8450980400142568,0.0,0.3076923076923077,0.5,0.07478062091141312
10,5,2,8,18,2.46517,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-15,15:735,0-99,20120082,U,20100753,F,0.3918468739240709,0.0,0.15384615384615385,0.6666666666666666,0.03467355401006954
10,5,4,6,16,117.832,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-1,1:749,100-999,20130110,D,20110748,M,2.0712632491621776,0.0,0.3076923076923077,0.5,0.18328092660199002
13,2,9,4,17,1.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-175,175:575,0-99,20190297,S,20120604,D,0.0,0.0,0.6923076923076923,0.3333333333333333,0.0
13,2,6,7,20,7.96672,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-30,30:720,0-99,20101122,M,20100721,F,0.9012795536295009,0.0,0.46153846153846156,0.5833333333333333,0.07975198313563515
12,3,5,7,19,2.30429,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-30,30:720,0-99,20140250,S,20110842,A,0.3625371351132255,0.0,0.38461538461538464,0.5833333333333333,0.032080008216271
11,4,6,5,16,2.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-60,60:690,0-99,20190236,P,20190036,U,0.3010299956639812,0.0,0.46153846153846156,0.41666666666666663,0.026637394625045812
12,3,6,6,18,5.5101,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-3,3:747,0-99,20111300,M,20110219,M,0.741159480712783,0.0,0.46153846153846156,0.5,0.06558335664954024
13,2,7,6,19,48.4424,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-1,1:749,0-99,20140192,M,20100380,F,1.685225651418505,0.0,0.5384615384615385,0.5,0.1491214209735837
11,4,4,7,18,1.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-375,375:375,0-99,20140099,U,20111201,U,0.0,0.0,0.3076923076923077,0.5833333333333333,0.0
11,4,1,10,21,3.0262,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-175,175:575,0-99,20190253,M,20150214,M,0.4808976269343878,0.0,0.07692307692307693,0.8333333333333333,0.04255343337013532
12,3,2,10,22,5.35863,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-30,30:720,0-99,20100843,S,20100300,M,0.729053771130986,0.0,0.15384615384615385,0.8333333333333333,0.06451215255695383
12,3,7,5,17,2.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-1,1:749,0-99,20130247,D,20160329,D,0.3010299956639812,0.0,0.5384615384615385,0.41666666666666663,0.026637394625045812
12,3,5,7,19,1.031,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-7,7:743,0-99,20110871,M,20100731,M,0.013258665283516512,0.0,0.38461538461538464,0.5833333333333333,0.001173226271287099
13,2,8,5,18,2.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-60,60:690,0-99,20150085,F,20130366,P,0.3010299956639812,0.0,0.6153846153846154,0.41666666666666663,0.026637394625045812
12,3,6,6,18,1.77664,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-30,30:720,0-99,20120397,D,20101306,F,0.24959943576670449,0.0,0.46153846153846156,0.5,0.022086432463454365
13,2,5,8,21,2.4969,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-3,3:747,0-99,20190301,M,20160326,S,0.3974011493526109,0.0,0.38461538461538464,0.6666666666666666,0.03516503801025988
11,4,4,7,18,1.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-1,1:749,0-99,20170044,U,20110483,Z,0.0,0.0,0.3076923076923077,0.5833333333333333,0.0
13,2,8,5,18,1.55673,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-7,7:743,0-99,20111307,S,20110600,M,0.19221329485566108,0.0,0.6153846153846154,0.41666666666666663,0.017008475769855504
13,2,5,8,21,3.85318,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-30,30:720,0-99,20110919,D,20110834,F,0.5858192974066686,0.0,0.38461538461538464,0.6666666666666666,0.05183769069115274
11,4,4,7,18,2.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-1,1:749,0-99,20120035,S,20110930,F,0.3010299956639812,0.0,0.3076923076923077,0.5833333333333333,0.026637394625045812
13,2,6,7,20,1.20682,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-97,97:653,0-99,20170035,M,20160152,C,0.08164249889909293,0.0,0.46153846153846156,0.5833333333333333,0.007224341403431175
12,3,6,6,18,8.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-375,375:375,0-99,20170365,D,20150018,P,0.9030899869919435,0.0,0.46153846153846156,0.5,0.07991218387513743
12,3,9,3,15,2.49194,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-3,3:747,0-99,20130483,U,20100675,M,0.3965375813327921,0.0,0.6923076923076923,0.25,0.035088623026833576
13,2,7,6,19,17.323,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-3,3:747,0-99,20180086,U,20130307,M,1.2386231053847003,0.0,0.5384615384615385,0.5,0.10960267390316986
10,5,4,6,16,2.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-1,1:749,0-99,20150205,D,20100785,F,0.3010299956639812,0.0,0.3076923076923077,0.5,0.026637394625045812
13,2,7,6,19,1.90928,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-15,15:735,0-99,20190014,U,20130037,M,0.28086962327992493,0.0,0.5384615384615385,0.5,0.02485345348058451
14,1,6,8,22,30.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-30,30:720,0-99,20110617,F,20150148,D,1.4771212547196624,0.0,0.46153846153846156,0.6666666666666666,0.13070678117715018
11,4,6,5,16,2.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-7,7:743,0-99,20110236,F,20101232,F,0.3010299956639812,0.0,0.46153846153846156,0.41666666666666663,0.026637394625045812
12,3,5,7,19,1.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-7,7:743,0-99,20120398,M,20190061,S,0.0,0.0,0.38461538461538464,0.5833333333333333,0.0
13,2,6,7,20,5.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-15,15:735,0-99,20200121,M,20110933,F,0.6989700043360189,0.0,0.46153846153846156,0.5833333333333333,0.06185011495449549
10,5,2,8,18,2.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-375,375:375,0-99,20110434,S,20200174,P,0.3010299956639812,0.0,0.15384615384615385,0.6666666666666666,0.026637394625045812
12,3,3,9,21,40.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-175,175:575,0-99,20170430,E,20140422,M,1.6020599913279623,0.0,0.23076923076923078,0.75,0.1417622988296329
11,4,3,8,19,1.80408,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-97,97:653,0-99,20111098,M,20110029,U,0.2562557919577011,0.0,0.23076923076923078,0.6666666666666666,0.022675436845670017
13,2,5,8,21,1.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-97,97:653,0-99,20111490,U,20210141,P,0.0,0.0,0.38461538461538464,0.6666666666666666,0.0
9,6,3,6,15,3.16346,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-175,175:575,0-99,20150305,E,20110937,M,0.5001623474440997,0.0,0.23076923076923078,0.5,0.044258120510785634
12,3,7,5,17,1.54201,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-30,30:720,0-99,20170287,D,20100295,U,0.18808719014213465,0.0,0.5384615384615385,0.41666666666666663,0.016643367039491146
13,2,9,4,17,2.0742,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-15,15:735,0-99,20120508,D,20120275,M,0.3168506299260504,0.0,0.6923076923076923,0.3333333333333333,0.02803732315086508
13,2,7,6,19,4.39244,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-97,97:653,0-99,20140122,U,20100729,M,0.6427058378174441,0.0,0.5384615384615385,0.5,0.05687143898069819
12,3,6,6,18,1.14646,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-60,60:690,0-99,20150131,H,20110401,S,0.0593589067917986,0.0,0.46153846153846156,0.5,0.0052525218333703775
12,3,6,6,18,1.05921,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-3,3:747,0-99,20210037,M,20190247,M,0.024982072288523217,0.0,0.46153846153846156,0.5,0.0022106013609474915
13,2,4,9,22,353.897,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-60,60:690,100-999,20130182,M,20110164,M,2.5488768811202274,0.0,0.3076923076923077,0.75,0.22554376743519747
11,4,5,6,17,2.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-30,30:720,0-99,20210187,D,20100310,M,0.3010299956639812,0.0,0.38461538461538464,0.5,0.026637394625045812
14,1,8,6,20,10.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-30,30:720,0-99,20140409,D,20111250,M,1.0,0.0,0.6153846153846154,0.5,0.0884875095795413
14,1,9,5,19,3.0,False,15,ScreenMatch,Real,Paternidad,15_ScreenMatch_Real_Paternidad_allele,Process_RIPI-175,175:575,0-99,20120032,F,20160335,P,0.47712125471966244,0.0,0.6923076923076923,0.41666666666666663,0.042219271597608896
12,3,4,8,20,1.14277,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-7,7:743,0-99,20130051,U,20101310,D,0.05795883076086984,0.0,0.3076923076923077,0.6666666666666666,0.005128632592171483
12,3,5,7,19,4.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-175,175:575,0-99,20140358,D,20210262,S,0.6020599913279624,0.0,0.38461538461538464,0.5833333333333333,0.053274789250091624
13,2,7,6,19,20.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-1,1:749,0-99,20101043,U,20140412,F,1.3010299956639813,0.0,0.5384615384615385,0.5,0.11512490420458711
12,3,6,6,18,2.55154,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-7,7:743,0-99,20180225,M,20160231,M,0.4068023810723688,0.0,0.46153846153846156,0.5,0.035996929592121446
12,3,6,6,18,4.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-60,60:690,0-99,20100403,S,20111183,M,0.6020599913279624,0.0,0.46153846153846156,0.5,0.053274789250091624
11,4,4,7,18,1.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-1,1:749,0-99,20130198,U,20180026,S,0.0,0.0,0.3076923076923077,0.5833333333333333,0.0
15,0,6,9,24,742922000.0,True,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-375,375:375,1000000+,20130440,D,20130440,E,8.870943219214402,1.0,0.46153846153846156,0.75,0.7849676730898013
11,4,2,9,20,1.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-15,15:735,0-99,20120292,S,20170272,D,0.0,0.0,0.15384615384615385,0.75,0.0
10,5,3,7,17,2.28255,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-60,60:690,0-99,20160156,T,20100546,U,0.3584202996723867,0.0,0.23076923076923078,0.5833333333333333,0.03171571970076238
13,2,2,11,24,1.81739,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-3,3:747,0-99,20120023,M,20110098,F,0.25944813406272627,0.0,0.15384615384615385,0.9166666666666666,0.022957919248269607
13,2,6,7,20,3.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-375,375:375,0-99,20110189,M,20150286,F,0.47712125471966244,0.0,0.46153846153846156,0.5833333333333333,0.042219271597608896
12,3,7,5,17,1.62051,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-1,1:749,0-99,20120084,U,20110195,F,0.2096517153629335,0.0,0.5384615384615385,0.41666666666666663,0.018551558171544844
13,2,7,6,19,3.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-30,30:720,0-99,20140191,M,20130333,M,0.47712125471966244,0.0,0.5384615384615385,0.5,0.042219271597608896
12,3,4,8,20,1.15639,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-7,7:743,0-99,20190185,U,20100234,S,0.06310432740920742,0.0,0.3076923076923077,0.6666666666666666,0.005583944776132752
11,4,4,7,18,4.77626,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-1,1:749,0-99,20180199,M,20120494,D,0.6790879599747217,0.0,0.3076923076923077,0.5833333333333333,0.060090802363614346
12,3,3,9,21,1.00453,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-175,175:575,0-99,20130408,F,20120355,U,0.001962911357940362,0.0,0.23076923076923078,0.75,0.0001736931375895382
14,1,6,8,22,10.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-30,30:720,0-99,20120101,F,20160319,U,1.0,0.0,0.46153846153846156,0.6666666666666666,0.0884875095795413
14,1,8,6,20,1000.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-60,60:690,1000-9999,20210190,M,20111120,M,3.0,0.5,0.6153846153846154,0.5,0.26546252873862386
14,1,8,6,20,10.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-175,175:575,0-99,20160124,S,20100359,M,1.0,0.0,0.6153846153846154,0.5,0.0884875095795413
12,3,6,6,18,1.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-7,7:743,0-99,20210073,U,20150113,M,0.0,0.0,0.46153846153846156,0.5,0.0
12,3,7,5,17,1.32821,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-3,3:747,0-99,20140062,D,20130423,M,0.12326674568785018,0.0,0.5384615384615385,0.41666666666666663,0.010907567339892524
13,2,5,8,21,1.0,False,15,ScreenMatch,Real,Hermandad,15_ScreenMatch_Real_Hermandad_allele,Process_RISIB-97,97:653,0-99,20120326,E,20110321,S,0.0,0.0,0.38461538461538464,0.6666666666666666,0.0
13,2,7,6,19,9.80622,False,15,BlindSearch,Real,Hermandad,15_BlindSearch_Real_Hermandad_allele,risib-175,175:575,0-99,20160124,S,20111099,S,0.9915016323034135,0.0,0.5384615384615385,0.5,0.08773551018657913
