Shared_Markers,k0,k1,k2,Share_allele,Value,True_positive,Marcadores,Software,Datos,Kinship,File,Hoja,Sheet,Value_range,FAM_Sample_info_id,FAM_Sample_info_rel,VIC_Sample_info_id,VIC_Sample_info_rel,ValueLog10,label,k1_scaled,k2_scaled,ValueLog10_scaled
13,2,8,5,18,1.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-1,1:749,0-99,067202,U,039002,S,0.0,0.0,0.6153846153846154,0.41666666666666663,0.0
14,1,7,7,21,54.3931,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-1,1:749,0-99,132602,U,020902,U,1.7355438110587504,0.0,0.5384615384615385,0.5833333333333333,0.15357394960677478
14,1,7,7,21,4.0,False,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-175,175:575,0-99,090101,S,130602,F,0.6020599913279624,0.0,0.5384615384615385,0.5833333333333333,0.053274789250091624
12,3,5,7,19,4.7593,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-375,375:375,0-99,014101,U,073402,U,0.6775430811883678,0.0,0.38461538461538464,0.5833333333333333,0.059954099887207624
10,5,3,7,17,1.10665,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-1,1:749,0-99,067302,U,091602,U,0.04401028835557524,0.0,0.23076923076923078,0.5833333333333333,0.0038943608124623386
10,5,6,4,14,1.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-175,175:575,0-99,103201,U,080002,S,0.0,0.0,0.46153846153846156,0.3333333333333333,0.0
13,2,8,5,18,1.19177,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-1,1:749,0-99,107002,S,056902,S,0.07619244888668639,0.0,0.6153846153846154,0.41666666666666663,0.006742080050749372
12,3,6,6,18,12.3809,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-175,175:575,0-99,135802,U,092201,U,1.0927522158332807,0.0,0.46153846153846156,0.5,0.09669492216661241
13,2,6,7,20,5.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-1,1:749,0-99,064902,S,024802,S,0.6989700043360189,0.0,0.46153846153846156,0.5833333333333333,0.06185011495449549
13,2,8,5,18,2.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-1,1:749,0-99,093002,S,058402,U,0.3010299956639812,0.0,0.6153846153846154,0.41666666666666663,0.026637394625045812
12,3,6,6,18,1.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-175,175:575,0-99,039201,S,016202,S,0.0,0.0,0.46153846153846156,0.5,0.0
11,4,5,6,17,3.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-1,1:749,0-99,057902,S,149202,U,0.47712125471966244,0.0,0.38461538461538464,0.5,0.042219271597608896
11,4,5,6,17,8.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-97,97:653,0-99,030702,S,097302,U,0.9030899869919435,0.0,0.38461538461538464,0.5,0.07991218387513743
11,4,4,7,18,2.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_lisib-375,375:375,0-99,052002,S,135001,U,0.3010299956639812,0.0,0.3076923076923077,0.5833333333333333,0.026637394625045812
13,2,6,7,20,10.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_lisib-375,375:375,0-99,041801,U,148801,U,1.0,0.0,0.46153846153846156,0.5833333333333333,0.0884875095795413
12,3,5,7,19,2.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-1,1:749,0-99,104902,U,059702,S,0.3010299956639812,0.0,0.38461538461538464,0.5833333333333333,0.026637394625045812
12,3,4,8,20,1.45336,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-30,30:720,0-99,133301,S,043002,U,0.16237320318190704,0.0,0.3076923076923077,0.6666666666666666,0.014368000372019804
11,4,7,4,15,1.68192,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-375,375:375,0-99,028902,U,006801,U,0.22580533487163035,0.0,0.5384615384615385,0.3333333333333333,0.019980951732564922
12,3,5,7,19,3.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_lisib-375,375:375,0-99,009101,U,014001,S,0.47712125471966244,0.0,0.38461538461538464,0.5833333333333333,0.042219271597608896
12,3,5,7,19,37.7278,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-175,175:575,0-99,043201,U,086802,U,1.576661481169273,0.0,0.38461538461538464,0.5833333333333333,0.1395148479186598
15,0,8,7,22,4919.14,False,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,1000-9999,051101,S,064502,F,3.6918891828687945,0.5,0.6153846153846154,0.5833333333333333,0.3266860794357073
11,4,4,7,18,4.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_lisib-375,375:375,0-99,081402,U,134602,U,0.6020599913279624,0.0,0.3076923076923077,0.5833333333333333,0.053274789250091624
13,2,7,6,19,1.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_lisib-375,375:375,0-99,056201,S,144201,S,0.0,0.0,0.5384615384615385,0.5,0.0
12,3,5,7,19,1.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-60,60:690,0-99,126201,U,149602,U,0.0,0.0,0.38461538461538464,0.5833333333333333,0.0
12,3,7,5,17,4.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-97,97:653,0-99,062701,U,018402,U,0.6020599913279624,0.0,0.5384615384615385,0.41666666666666663,0.053274789250091624
14,1,8,6,20,2.06978,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-60,60:690,0-99,127601,U,091502,U,0.31592418610250345,0.0,0.6153846153846154,0.5,0.02795534444415406
12,3,7,5,17,1.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-15,15:735,0-99,106502,U,132802,U,0.0,0.0,0.5384615384615385,0.41666666666666663,0.0
15,0,6,9,24,100.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-1,1:749,100-999,033602,U,120602,S,2.0,0.0,0.46153846153846156,0.75,0.1769750191590826
9,6,2,7,16,1.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-60,60:690,0-99,054702,S,018102,U,0.0,0.0,0.15384615384615385,0.5833333333333333,0.0
12,3,3,9,21,6.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-1,1:749,0-99,086102,S,094102,S,0.7781512503836436,0.0,0.23076923076923078,0.75,0.0688566662226547
11,4,5,6,17,1.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-7,7:743,0-99,067601,U,147002,U,0.0,0.0,0.38461538461538464,0.5,0.0
12,3,7,5,17,40.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-175,175:575,0-99,103201,S,017001,U,1.6020599913279623,0.0,0.5384615384615385,0.41666666666666663,0.1417622988296329
13,2,7,6,19,4.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_lisib-375,375:375,0-99,005601,U,096401,U,0.6020599913279624,0.0,0.5384615384615385,0.5,0.053274789250091624
12,3,5,7,19,5.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_lisib-375,375:375,0-99,006202,S,023901,S,0.6989700043360189,0.0,0.38461538461538464,0.5833333333333333,0.06185011495449549
11,4,3,8,19,128.179,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-1,1:749,100-999,133402,U,034302,U,2.107816879073793,0.0,0.23076923076923078,0.6666666666666666,0.1865154662789611
13,2,6,7,20,1.8893,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-375,375:375,0-99,130001,U,142901,S,0.2763009245707735,0.0,0.46153846153846156,0.5833333333333333,0.024449180709792438
11,4,4,7,18,1.04234,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-1,1:749,0-99,084402,S,095202,U,0.01800940422133961,0.0,0.3076923076923077,0.5833333333333333,0.00159360732855762
11,4,7,4,15,1.40515,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-1,1:749,0-99,133002,U,000602,S,0.14772268772514568,0.0,0.5384615384615385,0.3333333333333333,0.013071612745194416
10,5,2,8,18,2.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-1,1:749,0-99,149002,U,136702,U,0.3010299956639812,0.0,0.15384615384615385,0.6666666666666666,0.026637394625045812
12,3,4,8,20,2.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-175,175:575,0-99,069101,U,078401,S,0.3010299956639812,0.0,0.3076923076923077,0.6666666666666666,0.026637394625045812
10,5,4,6,16,9.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_lisib-375,375:375,0-99,000601,S,067302,S,0.9542425094393249,0.0,0.3076923076923077,0.5,0.08443854319521779
13,2,4,9,22,3.86406,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-1,1:749,0-99,045402,S,096702,S,0.5870438613942335,0.0,0.3076923076923077,0.75,0.051946049308733144
13,2,7,6,19,3.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-1,1:749,0-99,071102,U,113502,U,0.47712125471966244,0.0,0.5384615384615385,0.5,0.042219271597608896
12,3,3,9,21,1.38291,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-30,30:720,0-99,118801,U,034202,U,0.14079391707588937,0.0,0.23076923076923078,0.75,0.012458503085993904
12,3,6,6,18,30.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_lisib-375,375:375,0-99,048301,U,062001,S,1.4771212547196624,0.5,0.46153846153846156,0.5,0.13070678117715018
12,3,5,7,19,50.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_lisib-375,375:375,0-99,027401,S,146201,U,1.6989700043360187,0.0,0.38461538461538464,0.5833333333333333,0.15033762453403676
12,3,5,7,19,5.2589,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-375,375:375,0-99,106201,S,085301,S,0.720894912615872,0.0,0.38461538461538464,0.5833333333333333,0.06379019548593956
13,2,7,6,19,1.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_lisib-375,375:375,0-99,046602,S,099401,U,0.0,0.0,0.5384615384615385,0.5,0.0
14,1,6,8,22,8.73399,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-175,175:575,0-99,121601,U,064702,S,0.9412126903392365,0.0,0.46153846153846156,0.6666666666666666,0.08328556695277903
11,4,4,7,18,6.43977,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-1,1:749,0-99,067402,U,084302,U,0.8088703565656211,0.0,0.3076923076923077,0.5833333333333333,0.07157492342520738
12,3,6,6,18,2.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-1,1:749,0-99,123602,S,144302,S,0.3010299956639812,0.0,0.46153846153846156,0.5,0.026637394625045812
11,4,6,5,16,4.53553,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-1,1:749,0-99,145302,S,073802,S,0.65662804390466,0.0,0.46153846153846156,0.41666666666666663,0.058103380325209064
12,3,7,5,17,1.05663,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-375,375:375,0-99,036201,U,059702,S,0.02392293708108996,0.0,0.5384615384615385,0.41666666666666663,0.0021168811241337113
11,4,6,5,16,1.89615,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-1,1:749,0-99,137101,U,099702,S,0.27787269038364865,0.0,0.46153846153846156,0.41666666666666663,0.024588262352216023
13,2,7,6,19,1.6297,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-1,1:749,0-99,149602,U,040902,U,0.21210766554765884,0.0,0.5384615384615385,0.5,0.0187688790870426
14,1,9,5,19,3.0,False,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-1,1:749,0-99,062002,S,012602,F,0.47712125471966244,0.0,0.6923076923076923,0.41666666666666663,0.042219271597608896
13,2,6,7,20,15.0511,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-1,1:749,0-99,124002,U,088902,U,1.1775682412237223,0.0,0.46153846153846156,0.5833333333333333,0.10420008102584773
13,2,5,8,21,7.50748,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-375,375:375,0-99,003601,U,009001,U,0.8754941839078209,0.0,0.38461538461538464,0.6666666666666666,0.07747029998537598
12,3,5,7,19,5.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_lisib-375,375:375,0-99,018602,U,038602,U,0.6989700043360189,0.0,0.38461538461538464,0.5833333333333333,0.06185011495449549
12,3,4,8,20,4.08684,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-1,1:749,0-99,141002,S,095702,S,0.6113876353927046,0.0,0.3076923076923077,0.6666666666666666,0.05410016924362505
11,4,3,8,19,1.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-1,1:749,0-99,142602,S,063002,S,0.0,0.0,0.23076923076923078,0.6666666666666666,0.0
13,2,7,6,19,2.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-1,1:749,0-99,121202,S,075702,U,0.3010299956639812,0.0,0.5384615384615385,0.5,0.026637394625045812
11,4,4,7,18,2.29415,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-60,60:690,0-99,050801,U,059001,S,0.3606218102708094,0.0,0.3076923076923077,0.5833333333333333,0.03191052589092977
11,4,5,6,17,30.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_lisib-375,375:375,0-99,053001,S,084002,U,1.4771212547196624,0.0,0.38461538461538464,0.5,0.13070678117715018
12,3,6,6,18,194.731,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-375,375:375,100-999,137402,S,085301,U,2.2894350940842725,0.0,0.46153846153846156,0.5,0.20258640981952009
11,4,2,9,20,1.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_lisib-375,375:375,0-99,006701,U,009802,U,0.0,0.0,0.15384615384615385,0.75,0.0
13,2,3,10,23,100.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_lisib-375,375:375,100-999,014001,S,041801,U,2.0,0.0,0.23076923076923078,0.8333333333333333,0.1769750191590826
14,1,6,8,22,7000.0,True,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-97,97:653,1000-9999,034401,S,034401,U,3.845098040014257,0.5,0.46153846153846156,0.6666666666666666,0.34024314965003705
15,0,10,5,20,2000.0,False,15,ScreenMatch,Simulados,Paternidad,15_ScreenMatch_Simulados_Paternidad_allele,Process_LIPI-375,375:375,1000-9999,135001,S,048302,S,3.3010299956639813,0.5,0.7692307692307693,0.41666666666666663,0.2920999233636697
11,4,4,7,18,17.5638,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-1,1:749,0-99,146102,S,029202,S,1.244618483124282,0.0,0.3076923076923077,0.5833333333333333,0.11013318994833406
13,2,7,6,19,10.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-1,1:749,0-99,136002,U,034902,S,1.0,0.0,0.5384615384615385,0.5,0.0884875095795413
12,3,6,6,18,2.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_lisib-375,375:375,0-99,009401,S,140902,U,0.3010299956639812,0.0,0.46153846153846156,0.5,0.026637394625045812
11,4,2,9,20,8.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-1,1:749,0-99,082302,S,144402,S,0.9030899869919435,0.0,0.15384615384615385,0.75,0.07991218387513743
14,1,8,6,20,19.1914,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-1,1:749,0-99,121402,S,040802,S,1.2831066573877423,0.0,0.6153846153846154,0.5,0.11353891263717106
9,6,2,7,16,3.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-1,1:749,0-99,033602,S,099802,S,0.47712125471966244,0.0,0.15384615384615385,0.5833333333333333,0.042219271597608896
12,3,6,6,18,1.66483,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-375,375:375,0-99,104001,U,081801,U,0.22136989319892583,0.0,0.46153846153846156,0.5,0.019588470545061982
13,2,8,5,18,10.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_lisib-375,375:375,0-99,085602,U,124901,U,1.0,0.0,0.6153846153846154,0.41666666666666663,0.0884875095795413
12,3,6,6,18,1.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_lisib-375,375:375,0-99,017902,U,103301,S,0.0,0.0,0.46153846153846156,0.5,0.0
12,3,3,9,21,200.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-30,30:720,100-999,018101,S,058002,S,2.3010299956639813,0.0,0.23076923076923078,0.75,0.20361241378412842
15,0,7,8,23,367870.0,True,15,BlindSeach,Simulados,Paternidad,15_BlindSeach_Simulados_Paternidad_allele,ipi-375,375:375,100000-999999,093601,S,093601,F,5.565694372322302,1.0,0.5384615384615385,0.6666666666666666,0.49249443408766874
12,3,4,8,20,2.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-1,1:749,0-99,033002,U,088302,U,0.3010299956639812,0.0,0.3076923076923077,0.6666666666666666,0.026637394625045812
12,3,5,7,19,3.05328,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-1,1:749,0-99,018602,U,038602,U,0.48476663295211964,0.0,0.38461538461538464,0.5833333333333333,0.042895792077192664
10,5,4,6,16,30.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_lisib-375,375:375,0-99,067302,S,102402,U,1.4771212547196624,0.0,0.3076923076923077,0.5,0.13070678117715018
14,1,9,5,19,3.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_lisib-375,375:375,0-99,031602,U,138601,U,0.47712125471966244,0.0,0.6923076923076923,0.41666666666666663,0.042219271597608896
13,2,6,7,20,123.499,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-375,375:375,100-999,111101,S,042701,S,2.091663441026938,0.0,0.46153846153846156,0.5833333333333333,0.1850860887750475
10,5,3,7,17,10.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_lisib-375,375:375,0-99,018102,U,118101,S,1.0,0.0,0.23076923076923078,0.5833333333333333,0.0884875095795413
13,2,8,5,18,20.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_lisib-375,375:375,0-99,075602,U,135001,S,1.3010299956639813,0.0,0.6153846153846154,0.41666666666666663,0.11512490420458711
11,4,7,4,15,80.7405,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-175,175:575,0-99,012101,U,005702,S,1.9070914345289474,0.0,0.5384615384615385,0.3333333333333333,0.16875377158194138
13,2,8,5,18,10.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-30,30:720,0-99,133301,U,038902,U,1.0,0.0,0.6153846153846154,0.41666666666666663,0.0884875095795413
10,5,3,7,17,10.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-97,97:653,0-99,075801,U,141902,U,1.0,0.0,0.23076923076923078,0.5833333333333333,0.0884875095795413
10,5,3,7,17,5.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-1,1:749,0-99,064302,U,143502,S,0.6989700043360189,0.0,0.23076923076923078,0.5833333333333333,0.06185011495449549
11,4,3,8,19,1.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-1,1:749,0-99,063102,U,136402,U,0.0,0.0,0.23076923076923078,0.6666666666666666,0.0
12,3,4,8,20,1.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_lisib-375,375:375,0-99,009001,U,041201,U,0.0,0.0,0.3076923076923077,0.6666666666666666,0.0
13,2,4,9,22,1.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-97,97:653,0-99,061501,S,029602,S,0.0,0.0,0.3076923076923077,0.75,0.0
13,2,11,2,15,2.65193,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-1,1:749,0-99,117802,U,028602,U,0.4235620563032653,0.0,0.8461538461538463,0.16666666666666666,0.0374799515146654
13,2,6,7,20,50.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-1,1:749,0-99,051302,S,087502,U,1.6989700043360187,0.0,0.46153846153846156,0.5833333333333333,0.15033762453403676
13,2,9,4,17,9.66209,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-97,97:653,0-99,102801,S,064002,U,0.9850710785159874,0.0,0.6923076923076923,0.3333333333333333,0.0871664864967125
12,3,6,6,18,1.02528,False,15,BlindSearch,Simulados,Hermandad,15_BlindSearch_Simulados_Hermandad_allele,isib-375,375:375,0-99,135501,S,070401,S,0.010842485732106012,0.0,0.46153846153846156,0.5,0.0009594245600857706
14,1,6,8,22,60.0,False,15,ScreenMatch,Simulados,Hermandad,15_ScreenMatch_Simulados_Hermandad_allele,Process_LISIB-1,1:749,0-99,012102,U,121202,S,1.7781512503836436,0.0,0.46153846153846156,0.6666666666666666,0.157344175802196
