Shared_Markers,k0,k1,k2,Share_allele,Value,True_positive,Marcadores,Software,Datos,Kinship,File,Hoja,Sheet,Value_range,FAM_Sample_info_id,FAM_Sample_info_rel,VIC_Sample_info_id,VIC_Sample_info_rel,ValueLog10
15,0,11,4,19,51471.0,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,10000-99999,20150199,U,20100972,D,4.711562605985997
15,0,7,8,23,49124.1,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,10000-99999,20130122,S,20101172,M,4.691294606770471
15,0,10,5,20,31683.0,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,10000-99999,20210302,U,20100431,D,4.5008262973417
15,0,5,10,25,29081.4,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,10000-99999,20101028,M,20100999,U,4.463615309946262
15,0,4,11,26,23247.8,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,10000-99999,20170018,M,20120166,M,4.366381860749971
15,0,10,5,20,23236.3,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,10000-99999,20170361,M,20100191,F,4.366166974944125
15,0,9,6,21,14107.9,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,10000-99999,20180123,S,20100281,U,4.1494623726284185
15,0,7,8,23,13498.7,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,10000-99999,20210136,M,20160336,M,4.130291945531166
15,0,6,9,24,12139.1,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,10000-99999,20130068,U,20100437,M,4.084186489084969
15,0,11,4,19,11321.4,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,10000-99999,20130144,M,20110874,F,4.053900134862839
15,0,10,5,20,7747.17,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20190070,M,20120508,D,3.889143086010854
15,0,7,8,23,7330.35,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20210112,M,20130122,S,3.8651247112631997
15,0,9,6,21,7307.27,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20130021,F,20120374,U,3.86375515460726
15,0,9,6,21,7157.41,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20170426,D,20130486,S,3.8547558957437076
15,0,5,10,25,6881.98,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20180194,U,20111490,U,3.8377134061660128
15,0,7,8,23,6722.07,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20170108,P,20150028,U,3.8275030306647655
15,0,10,5,20,6673.15,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20210275,F,20160439,M,3.8243308870926596
15,0,8,7,22,6571.63,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20160382,M,20110396,F,3.8176731035332883
15,0,9,6,21,6005.03,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20170160,D,20111086,M,3.7785151813978612
15,0,7,8,23,5780.64,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20210128,M,20111156,F,3.7619759237287305
15,0,9,6,21,5652.39,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20170385,M,20100177,S,3.7522321193839874
15,0,10,5,20,5184.37,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20130100,S,20101160,M,3.7146959888548428
15,0,9,6,21,4807.25,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20130281,S,20100184,M,3.6818967081068563
15,0,7,8,23,4774.65,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20110406,M,20110322,F,3.6789415416496642
15,0,5,10,25,4677.4,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20210300,U,20110211,M,3.6700045113163693
15,0,6,9,24,4672.81,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20210206,D,20130489,P,3.669578122640166
15,0,9,6,21,3801.8,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20210263,M,20130494,D,3.579989266348199
15,0,5,10,25,3673.34,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20170351,F,20110864,F,3.5650611279886406
15,0,8,7,22,3117.14,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20110655,M,20100392,M,3.4937563081677814
15,0,8,7,22,3035.03,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20140410,S,20130304,U,3.4821629882514955
15,0,8,7,22,2733.05,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20170297,M,20160164,M,3.4366475770001848
15,0,10,5,20,2697.71,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20190134,M,20170083,P,3.4309952618040156
15,0,10,5,20,2620.35,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20170284,S,20120296,F,3.418359303883369
15,0,12,3,18,2570.04,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20120707,M,20120489,S,3.4099398827258813
15,0,7,8,23,2446.63,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20110035,D,20100777,D,3.3885682966472284
15,0,9,6,21,2381.42,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20210270,U,20101408,M,3.3768359966634303
15,0,6,9,24,2364.4,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20170138,Y,20100543,M,3.3737209506768497
15,0,10,5,20,2320.01,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20210228,U,20130283,U,3.365489856845839
15,0,10,5,20,2277.26,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20170083,P,20120102,M,3.3574126178435475
15,0,9,6,21,2272.5,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20140184,S,20120098,S,3.356503891894005
15,0,8,7,22,2182.7,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20150211,F,20111211,F,3.3389940484448855
15,0,10,5,20,2078.9,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20170302,U,20140142,M,3.317833599243589
15,0,9,6,21,2062.49,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20120565,H,20111550,D,3.3143918515466426
15,0,7,8,23,1982.34,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20101033,S,20100072,M,3.2971781443269554
15,0,9,6,21,1892.59,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20210285,U,20111339,M,3.27705654105137
15,0,10,5,20,1884.4,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20180217,U,20111464,U,3.275173095566196
15,0,8,7,22,1881.04,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20150261,P,20110270,M,3.274398030847865
15,0,7,8,23,1828.92,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20170119,M,20120579,F,3.2621947091295542
15,0,12,3,18,1819.94,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20130168,S,20130055,D,3.2600570703485663
15,0,10,5,20,1740.04,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20180164,M,20100259,M,3.2405592319490384
15,0,10,5,20,1664.99,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20120256,S,20101381,S,3.221411629459239
15,0,7,8,23,1597.87,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20190105,P,20170228,P,3.203541442950901
15,0,10,5,20,1545.97,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20111601,U,20101457,M,3.1892010620526356
15,0,10,5,20,1542.02,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20140262,M,20110905,F,3.1880900065510667
15,0,7,8,23,1512.06,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20210238,F,20130508,F,3.1795690247312662
15,0,9,6,21,1503.97,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20170073,D,20140292,P,3.177239173380357
15,0,9,6,21,1446.78,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20130157,S,20110781,F,3.160402496530228
15,0,10,5,20,1416.45,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20200070,S,20140430,P,3.151201248741842
15,0,8,7,22,1333.67,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20200227,M,20120273,M,3.125048382122817
15,0,8,7,22,1311.56,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20200135,S,20111550,D,3.1177881630719115
15,0,9,6,21,1272.16,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20210196,U,20160430,U,3.1045417361136622
15,0,10,5,20,1243.73,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20170124,P,20130508,F,3.094726110067772
15,0,8,7,22,1233.71,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20200067,U,20170001,P,3.0912130849799087
15,0,6,9,24,1209.38,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20150148,D,20110211,M,3.0825627822280355
15,0,10,5,20,1184.77,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20170265,P,20111204,U,3.0736340487209426
15,0,9,6,21,1170.27,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20200043,U,20111306,D,3.0682860719874023
15,0,8,7,22,1156.63,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20210257,S,20190132,U,3.0631944525927604
15,0,11,4,19,1151.45,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20180217,U,20120668,D,3.0612450841191357
15,0,10,5,20,1134.79,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20160247,P,20110478,D,3.0549155000494803
15,0,8,7,22,1112.5,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20210182,M,20110275,M,3.046300019652969
15,0,9,6,21,1107.31,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20140288,U,20130021,F,3.0442692220007603
15,0,7,8,23,1048.48,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20210054,P,20111339,M,3.0205601506120634
15,0,9,6,21,1038.13,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20160125,M,20110817,F,3.016251741515812
15,0,9,6,21,1017.91,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20101028,M,20100777,D,3.007709380916982
15,0,9,6,21,1013.68,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,1000-9999,20150244,U,20101125,M,3.0059008779088585
15,0,8,7,22,999.839,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20150128,A,20120310,F,2.9999300729591356
15,0,8,7,22,993.87,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20110918,F,20110507,M,2.997329581605654
15,0,7,8,23,981.749,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20120705,F,20120337,M,2.992000467574538
15,0,10,5,20,960.885,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20130267,F,20060032,M,2.9826714138350656
15,0,8,7,22,951.762,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20120273,M,20110817,F,2.9785283611900337
15,0,10,5,20,930.164,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20140303,D,20101448,F,2.968559527065525
15,0,9,6,21,927.115,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20111601,U,20110855,M,2.9671336076803705
15,0,9,6,21,864.03,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20110039,F,20100855,U,2.93652882188661
15,0,9,6,21,855.883,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20160286,F,20110155,M,2.932414400276126
15,0,9,6,21,817.379,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20101120,D,20100327,F,2.9124234756788825
15,0,5,10,25,812.952,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20130569,U,20130552,F,2.910064903834487
15,0,7,8,23,807.425,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20200155,S,20111213,F,2.907102192181008
15,0,6,9,24,763.916,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20190081,F,20120166,M,2.883045606295438
15,0,8,7,22,756.015,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20200038,M,20111198,U,2.878530412369728
15,0,9,6,21,754.474,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20200142,D,20180188,F,2.8776442781061897
15,0,8,7,22,735.027,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20160349,P,20111091,M,2.866303292466021
15,0,8,7,22,658.967,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20150117,S,20140346,D,2.8188636663743565
15,0,10,5,20,658.122,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20130238,H,20120003,M,2.8183064088351037
15,0,8,7,22,655.066,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20180181,S,20110277,U,2.8162850587578756
15,0,7,8,23,648.778,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20101229,S,20100274,M,2.812096114568396
15,0,7,8,23,648.751,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20160439,M,20130552,F,2.8120780402887258
15,0,8,7,22,638.126,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20180217,U,20120217,S,2.804906440009464
15,0,5,10,25,618.362,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20130275,F,20111058,F,2.7912427931719366
15,0,7,8,23,614.067,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20210213,U,20150214,M,2.788215758995929
15,0,7,8,23,609.037,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20130275,F,20110039,F,2.784643677538811
15,0,10,5,20,583.728,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20200126,U,20111266,D,2.7662105258505747
15,0,11,4,19,568.763,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20210173,U,20180123,S,2.7549313362827372
15,0,9,6,21,567.425,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20160457,S,20101159,F,2.753908466325649
15,0,9,6,21,553.529,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20170290,M,20130156,D,2.7431403789817668
15,0,8,7,22,502.739,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20140411,U,20140123,M,2.701342576948414
15,0,9,6,21,478.245,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20130552,F,20111589,S,2.679650438221005
15,0,10,5,20,478.181,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20170135,M,20110683,D,2.6795923159054604
15,0,8,7,22,477.168,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20150211,F,20110766,D,2.6786713111730585
15,0,7,8,23,457.649,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20200201,M,20130229,D,2.660532517730632
15,0,9,6,21,427.062,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20150189,F,20110892,F,2.630490929599341
15,0,12,3,18,419.692,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20111156,F,20100457,M,2.622930690943755
15,0,10,5,20,415.498,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20210263,M,20160370,M,2.6185689376482784
15,0,9,6,21,404.355,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20160449,M,20120565,H,2.6067628176926694
15,0,8,7,22,394.91,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20210105,D,20101102,D,2.5964981311785094
15,0,9,6,21,392.601,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20160414,F,20160281,U,2.5939514014635003
15,0,8,7,22,391.224,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20150110,M,20140437,M,2.5924254891315472
15,0,9,6,21,378.795,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20120128,M,20100744,S,2.578404237789681
15,0,7,8,23,373.798,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20170361,M,20110189,M,2.5726369733636063
15,0,9,6,21,364.76,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20140350,U,20100819,M,2.562007207036461
15,0,11,4,19,363.305,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20160105,S,20130067,F,2.560271374899508
15,0,9,6,21,362.335,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20190172,S,20120528,M,2.5591102870367473
15,0,7,8,23,362.015,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20130275,F,20110594,M,2.5587265657880414
15,0,9,6,21,355.479,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20170135,M,20110533,D,2.5508139497816695
15,0,8,7,22,351.565,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20150214,M,20111058,F,2.5460056324328106
15,0,9,6,21,345.749,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20101255,M,20101033,S,2.5387609326855856
15,0,10,5,20,310.297,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20190024,U,20111328,U,2.4917775767773853
15,0,9,6,21,306.339,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20170222,P,20111306,D,2.4862022903312
15,0,7,8,23,269.344,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20170134,F,20160349,P,2.4303073054958046
15,0,11,4,19,257.621,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20140224,M,20130246,M,2.4109812616861968
15,0,7,8,23,250.842,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20130384,F,20130275,F,2.39940025481062
15,0,8,7,22,242.888,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20120166,M,20100757,M,2.385406058804637
15,0,10,5,20,242.46,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20190219,M,20100563,M,2.384640100826292
15,0,8,7,22,241.487,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20160043,M,20120337,M,2.3828937562874137
15,0,9,6,21,238.873,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20180188,F,20160135,D,2.37816706388264
15,0,11,4,19,214.85,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20160212,U,20110725,M,2.332135358019922
15,0,9,6,21,213.193,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20190172,S,20190019,M,2.328772940920756
15,0,9,6,21,208.8,0,15,BlindSearch,Real,Paternidad,15_BlindSearch_Real_Paternidad_allele,ripi-1,1:749,100-999,20140269,M,20100284,U,2.3197304943302246
